"id","created_at","updated_at","earning_type","level","percentage","amount_usdt","status","is_grace_period","recipient_was_active","compression_applied","original_level","buyer_id","purchase_id","recipient_id","shares_count","distribution_id"
258,2025-11-24 21:48:00.018 +0300,2025-11-24 21:48:00.018 +0300,NETWORK,2,5.00,12.500000,WITHDRAWN,true,true,false,2,779,36,30,,
174,2025-11-24 18:30:00.019 +0300,2025-11-24 18:30:00.019 +0300,NETWORK,6,2.00,5.000000,WITHDRAWN,true,true,false,6,184,22,30,,
3291,2025-12-01 21:58:53.903 +0300,2025-12-01 21:58:53.903 +0300,NETWORK,3,2.00,20.000000,WITHDRAWN,true,true,false,3,852,440,30,,
18,2025-11-24 16:57:00.083 +0300,2025-11-24 16:57:00.083 +0300,NETWORK,2,5.00,12.500000,WITHDRAWN,true,true,false,2,28,3,30,,
2588,2025-11-30 18:50:51.927 +0300,2025-11-30 18:50:51.927 +0300,NETWORK,4,2.00,5.000000,WITHDRAWN,true,true,false,4,1142,352,30,,
1602,2025-11-28 16:53:16.843 +0300,2025-11-28 16:53:16.843 +0300,NETWORK,2,5.00,50.000000,WITHDRAWN,true,true,false,2,188,216,30,,
796,2025-11-26 11:18:18.631 +0300,2025-11-26 11:18:18.631 +0300,NETWORK,4,2.00,5.000000,WITHDRAWN,true,true,false,4,851,115,30,,
27,2025-11-24 16:59:00.021 +0300,2025-11-24 16:59:00.021 +0300,NETWORK,3,2.00,20.000000,WITHDRAWN,true,true,false,3,27,4,30,,
2450,2025-11-30 15:45:21.692 +0300,2025-11-30 15:45:21.692 +0300,NETWORK,2,5.00,50.000000,WITHDRAWN,true,true,false,2,1972,335,30,,
1849,2025-11-29 02:30:19.005 +0300,2025-11-29 02:30:19.005 +0300,NETWORK,1,10.00,500.000000,WITHDRAWN,true,true,false,1,268,257,269,,
3521,2025-12-02 01:40:22.851 +0300,2025-12-02 01:40:22.851 +0300,BONUS_POOL,1,10.00,100.000000,PENDING,false,true,false,,2197,470,,,
3522,2025-12-02 01:40:22.855 +0300,2025-12-02 01:40:22.855 +0300,BONUS_POOL,2,5.00,50.000000,PENDING,false,true,false,,2197,470,,,
3523,2025-12-02 01:40:22.858 +0300,2025-12-02 01:40:22.858 +0300,BONUS_POOL,3,2.00,20.000000,PENDING,false,true,false,,2197,470,,,
3524,2025-12-02 01:40:22.861 +0300,2025-12-02 01:40:22.861 +0300,BONUS_POOL,4,2.00,20.000000,PENDING,false,true,false,,2197,470,,,
3525,2025-12-02 01:40:22.863 +0300,2025-12-02 01:40:22.863 +0300,BONUS_POOL,5,2.00,20.000000,PENDING,false,true,false,,2197,470,,,
3526,2025-12-02 01:40:22.866 +0300,2025-12-02 01:40:22.866 +0300,BONUS_POOL,6,2.00,20.000000,PENDING,false,true,false,,2197,470,,,
3527,2025-12-02 01:40:22.869 +0300,2025-12-02 01:40:22.869 +0300,BONUS_POOL,7,2.00,20.000000,PENDING,false,true,false,,2197,470,,,
3528,2025-12-02 01:40:22.872 +0300,2025-12-02 01:40:22.872 +0300,LEGENDS_POOL,,,50.000000,PENDING,false,true,false,,2197,470,,,
115,2025-11-24 17:50:59.991 +0300,2025-11-24 17:50:59.991 +0300,NETWORK,3,2.00,20.000000,WITHDRAWN,true,true,false,3,542,15,70,,
507,2025-11-25 20:24:00.022 +0300,2025-11-25 20:24:00.022 +0300,NETWORK,3,2.00,5.000000,WITHDRAWN,true,true,false,3,1145,76,70,,
761,2025-11-26 09:41:48.501 +0300,2025-11-26 09:41:48.501 +0300,NETWORK,1,10.00,100.000000,WITHDRAWN,true,true,false,1,1034,111,70,,
778,2025-11-26 10:51:18.602 +0300,2025-11-26 10:51:18.602 +0300,NETWORK,2,5.00,12.500000,WITHDRAWN,true,true,false,2,543,113,70,,
277,2025-11-24 22:56:00.080 +0300,2025-11-24 22:56:00.080 +0300,NETWORK,5,2.00,20.000000,WITHDRAWN,true,true,false,5,791,38,70,,
818,2025-11-26 12:04:18.683 +0300,2025-11-26 12:04:18.683 +0300,NETWORK,2,5.00,250.000000,WITHDRAWN,true,true,false,2,1002,118,70,,
4792,2025-12-09 21:25:25.793 +0300,2025-12-09 21:25:25.793 +0300,LEGENDS_POOL,,,12.500000,PENDING,false,true,false,,2014,628,,,
4865,2025-12-10 09:32:26.689 +0300,2025-12-10 09:32:26.689 +0300,BONUS_POOL,1,10.00,25.000000,PENDING,false,true,false,,2417,638,,,
4866,2025-12-10 09:32:26.696 +0300,2025-12-10 09:32:26.696 +0300,BONUS_POOL,2,5.00,12.500000,PENDING,false,true,false,,2417,638,,,
4867,2025-12-10 09:32:26.702 +0300,2025-12-10 09:32:26.702 +0300,BONUS_POOL,3,2.00,5.000000,PENDING,false,true,false,,2417,638,,,
3536,2025-12-02 01:55:22.879 +0300,2025-12-02 01:55:22.879 +0300,LEGENDS_POOL,,,50.000000,PENDING,false,true,false,,2199,471,,,
3545,2025-12-02 02:01:22.871 +0300,2025-12-02 02:01:22.871 +0300,NETWORK,1,10.00,100.000000,WITHDRAWN,true,true,false,1,1759,473,118,,
3539,2025-12-02 01:56:22.870 +0300,2025-12-02 01:56:22.870 +0300,BONUS_POOL,3,2.00,5.000000,PENDING,false,true,false,,217,472,,,
3540,2025-12-02 01:56:22.872 +0300,2025-12-02 01:56:22.872 +0300,BONUS_POOL,4,2.00,5.000000,PENDING,false,true,false,,217,472,,,
3541,2025-12-02 01:56:22.875 +0300,2025-12-02 01:56:22.875 +0300,BONUS_POOL,5,2.00,5.000000,PENDING,false,true,false,,217,472,,,
3542,2025-12-02 01:56:22.878 +0300,2025-12-02 01:56:22.878 +0300,BONUS_POOL,6,2.00,5.000000,PENDING,false,true,false,,217,472,,,
3543,2025-12-02 01:56:22.881 +0300,2025-12-02 01:56:22.881 +0300,BONUS_POOL,7,2.00,5.000000,PENDING,false,true,false,,217,472,,,
3544,2025-12-02 01:56:22.884 +0300,2025-12-02 01:56:22.884 +0300,LEGENDS_POOL,,,12.500000,PENDING,false,true,false,,217,472,,,
7561,2025-12-12 15:12:15.789 +0300,2025-12-12 15:12:15.789 +0300,LEGENDS_POOL,,,50.000000,PENDING,false,true,false,,3205,1017,,,
3549,2025-12-02 02:01:22.876 +0300,2025-12-02 02:01:22.876 +0300,NETWORK,5,2.00,20.000000,WITHDRAWN,true,true,false,5,1759,473,54,,
3538,2025-12-02 01:56:22.866 +0300,2025-12-02 01:56:22.866 +0300,NETWORK,2,5.00,12.500000,WITHDRAWN,true,true,false,2,217,472,1086,,
3548,2025-12-02 02:01:22.875 +0300,2025-12-02 02:01:22.875 +0300,NETWORK,4,2.00,20.000000,PENDING,true,true,false,4,1759,473,53,,
3535,2025-12-02 01:55:22.876 +0300,2025-12-02 01:55:22.876 +0300,NETWORK,7,2.00,20.000000,WITHDRAWN,true,true,false,7,2199,471,1086,,
3552,2025-12-02 02:01:22.880 +0300,2025-12-02 02:01:22.880 +0300,LEGENDS_POOL,,,50.000000,PENDING,false,true,false,,1759,473,,,
1874,2025-11-29 04:47:19.171 +0300,2025-11-29 04:47:19.171 +0300,NETWORK,2,5.00,12.500000,WITHDRAWN,true,true,false,2,1535,260,83,,
2122,2025-11-29 23:51:20.547 +0300,2025-11-29 23:51:20.547 +0300,NETWORK,2,5.00,50.000000,WITHDRAWN,true,true,false,2,780,294,83,,
1771,2025-11-28 22:20:18.712 +0300,2025-11-28 22:20:18.712 +0300,NETWORK,3,2.00,20.000000,WITHDRAWN,true,true,false,3,1735,241,83,,
2114,2025-11-29 23:10:20.488 +0300,2025-11-29 23:10:20.488 +0300,NETWORK,2,5.00,250.000000,WITHDRAWN,true,true,false,2,1740,293,83,,
1049,2025-11-27 00:56:19.623 +0300,2025-11-27 00:56:19.623 +0300,NETWORK,1,10.00,25.000000,WITHDRAWN,true,true,false,1,1386,147,83,,
